exp,problem,cfg,seed,method,theta,iters,phase1_iters,phase2_iters,fevals,gevals,hevals,hvevals,time_s,gnorm,fval,converged,switched,switched_at_gnorm,probes_failed,rho_hat,decisions,probes_fired,error
E6,mushrooms,default,2,Hybrid-fixed,0.001,8,4,4,1,15,5,0,0.041,2.3990781817125815e-13,0.0006313330607167556,1,1,0.0010376472703478607,0,,,,
E6,mushrooms,default,2,Hybrid-adaptive,,2083,2083,0,0,2085,1,50,1.391,9.733822228018797e-09,0.0006313330608642329,1,0,,0,,,,
E6,mushrooms,default,2,RH,,35,29,6,3,47,7,0,0.073,1.6646812643859135e-12,0.0006313330607167556,1,1,0.0019347611829734369,0,1.040942471509384,1,1,
E6,mushrooms,default,3,GD,,73308,,,0,73309,0,0,43.133,9.999272315497363e-09,0.0006313330611141481,1,0,,0,,,,
E6,mushrooms,default,3,NAG-t,,15568,,,0,15569,0,0,8.187,9.956415479232013e-09,0.0006313330610432976,1,0,,0,,,,
E6,mushrooms,default,3,NAG-CM,,2082,,,0,2083,0,0,0.88,9.374864349893415e-09,0.0006313330608504278,1,0,,0,,,,
E6,mushrooms,default,3,L-BFGS,,18,,,1,37,0,0,0.023,8.228906853036072e-09,0.000631333060901796,1,0,,0,,,,
E6,mushrooms,default,3,Catalyst,,27285,,,0,27286,0,0,15.131,9.99968582888065e-09,0.0006313330611112128,1,0,,0,,,,
E6,mushrooms,default,3,Newton,,11,,,1,12,11,0,0.089,1.8172305218440265e-09,0.0006313330607183458,1,0,,0,,,,
E6,mushrooms,default,3,Newton-CG,,11,,,11,23,0,137,0.123,1.8183897888806688e-09,0.0006313330607183478,1,0,,0,,,,
E6,mushrooms,default,3,TR,,14,,,28,15,0,34,0.035,7.6378767583891e-09,0.0006313330608781673,1,0,,0,,,,
E6,mushrooms,default,3,ARC,,13,,,26,14,13,0,0.209,5.514065494943061e-10,0.0006313330607177417,1,0,,0,,,,
E6,mushrooms,default,3,Hybrid-fixed,0.001,8,4,4,1,15,5,0,0.039,4.865617281449817e-13,0.0006313330607167556,1,1,0.0010863577059512927,0,,,,
E6,mushrooms,default,3,Hybrid-adaptive,,2082,2082,0,0,2084,1,75,1.059,9.374864349893415e-09,0.0006313330608504278,1,0,,0,,,,
E6,mushrooms,default,3,RH,,35,29,6,3,47,7,0,0.063,8.4926193642655e-13,0.0006313330607167556,1,1,0.0019262230851053925,0,1.0412553216815308,1,1,
E6,mushrooms,default,4,GD,,74057,,,0,74058,0,0,44.14,9.999769996587342e-09,0.0006313330611159419,1,0,,0,,,,
E6,mushrooms,default,4,NAG-t,,15550,,,0,15551,0,0,10.057,9.997465928263529e-09,0.0006313330610289271,1,0,,0,,,,
E6,mushrooms,default,4,NAG-CM,,2085,,,0,2086,0,0,1.47,9.428659661703131e-09,0.0006313330608505403,1,0,,0,,,,
E6,mushrooms,default,4,L-BFGS,,18,,,1,37,0,0,0.05,8.895423108114186e-09,0.000631333060918759,1,0,,0,,,,
E6,mushrooms,default,4,Catalyst,,27318,,,0,27319,0,0,17.849,9.998140820284889e-09,0.0006313330611126763,1,0,,0,,,,
E6,mushrooms,default,4,Newton,,11,,,1,12,11,0,0.081,1.8277819423496001e-09,0.0006313330607183635,1,0,,0,,,,
E6,mushrooms,default,4,Newton-CG,,11,,,11,23,0,138,0.159,1.8273698424808083e-09,0.0006313330607183628,1,0,,0,,,,
E6,mushrooms,default,4,TR,,15,,,30,16,0,38,0.064,1.1151413115346245e-09,0.0006313330607194809,1,0,,0,,,,
E6,mushrooms,default,4,ARC,,13,,,26,14,13,0,0.25,7.842074639203858e-10,0.0006313330607189388,1,0,,0,,,,
E6,mushrooms,default,4,Hybrid-fixed,0.001,8,3,5,1,16,6,0,0.07,6.571066592655672e-09,0.0006313330607357449,1,1,0.008043979996923637,0,,,,
E6,mushrooms,default,4,Hybrid-adaptive,,2085,2085,0,0,2087,1,50,1.768,9.428659661703131e-09,0.0006313330608505403,1,0,,0,,,,
E6,mushrooms,default,4,RH,,35,29,6,3,49,7,0,0.09,1.531798069958598e-11,0.0006313330607167558,1,1,0.001958500273790266,0,1.0403309387548307,1,1,
E6,mushrooms,default,5,GD,,73591,,,0,73592,0,0,60.289,9.999867299676656e-09,0.0006313330611138488,1,0,,0,,,,
E6,mushrooms,default,5,NAG-t,,16555,,,0,16556,0,0,9.22,9.995216468077746e-09,0.0006313330610494363,1,0,,0,,,,
E6,mushrooms,default,5,NAG-CM,,2079,,,0,2080,0,0,1.28,9.554414262913938e-09,0.0006313330608496543,1,0,,0,,,,
E6,mushrooms,default,5,L-BFGS,,18,,,1,37,0,0,0.038,7.455066148692299e-09,0.000631333060886345,1,0,,0,,,,
E6,mushrooms,default,5,Catalyst,,27378,,,0,27379,0,0,16.817,9.999351525031346e-09,0.000631333061110751,1,0,,0,,,,
E6,mushrooms,default,5,Newton,,11,,,1,12,11,0,0.118,1.795358729395805e-09,0.0006313330607183066,1,0,,0,,,,
E6,mushrooms,default,5,Newton-CG,,11,,,11,23,0,137,0.1,1.794582354887876e-09,0.0006313330607183053,1,0,,0,,,,
E6,mushrooms,default,5,TR,,15,,,30,16,0,38,0.04,1.098108511396591e-09,0.0006313330607194167,1,0,,0,,,,
E6,mushrooms,default,5,ARC,,13,,,26,14,13,0,0.165,5.264350970607089e-10,0.0006313330607176787,1,0,,0,,,,
E6,mushrooms,default,5,Hybrid-fixed,0.001,8,4,4,1,15,5,0,0.033,1.5969828955019792e-12,0.0006313330607167556,1,1,0.001204525876730931,0,,,,
E6,mushrooms,default,5,Hybrid-adaptive,,2079,2079,0,0,2081,1,75,1.508,9.554414262913938e-09,0.0006313330608496543,1,0,,0,,,,
E6,mushrooms,default,5,RH,,34,29,5,3,45,6,0,0.07,7.122191236251323e-09,0.0006313330607381357,1,1,0.0018991109127350712,0,1.0418277869784065,1,1,
E6,mushrooms,default,6,GD,,72652,,,0,72653,0,0,38.715,9.999962672951617e-09,0.0006313330611142135,1,0,,0,,,,
E6,mushrooms,default,6,NAG-t,,15556,,,0,15557,0,0,9.13,9.987261427041551e-09,0.0006313330610292306,1,0,,0,,,,
E6,mushrooms,default,6,NAG-CM,,2086,,,0,2087,0,0,1.08,9.849503214360601e-09,0.000631333060854281,1,0,,0,,,,
E6,mushrooms,default,6,L-BFGS,,19,,,1,39,0,0,0.024,5.679058252049705e-09,0.0006313330607671282,1,0,,0,,,,
E6,mushrooms,default,6,Catalyst,,27064,,,0,27065,0,0,16.226,9.998031567843415e-09,0.0006313330611102962,1,0,,0,,,,
E6,mushrooms,default,6,Newton,,11,,,1,12,11,0,0.093,1.8244387465916943e-09,0.0006313330607183584,1,0,,0,,,,
E6,mushrooms,default,6,Newton-CG,,11,,,11,23,0,138,0.112,1.8238998296328912e-09,0.0006313330607183573,1,0,,0,,,,
E6,mushrooms,default,6,TR,,15,,,30,16,0,38,0.069,9.884627591431834e-10,0.0006313330607187423,1,0,,0,,,,
E6,mushrooms,default,6,ARC,,13,,,26,14,13,0,0.186,4.681807127400988e-10,0.000631333060717447,1,0,,0,,,,
E6,mushrooms,default,6,Hybrid-fixed,0.001,8,3,5,1,16,6,0,0.052,4.94731917094079e-09,0.0006313330607277003,1,1,0.007754922808769914,0,,,,
E6,mushrooms,default,6,Hybrid-adaptive,,2086,2086,0,0,2088,1,75,1.247,9.849503214360601e-09,0.000631333060854281,1,0,,0,,,,
E6,mushrooms,default,6,RH,,35,29,6,3,49,7,0,0.074,1.4109822817602132e-11,0.0006313330607167557,1,1,0.0019765042675777655,0,1.039792803484791,1,1,
E6,mushrooms,default,7,GD,,74006,,,0,74007,0,0,42.014,9.999280009850206e-09,0.0006313330611136164,1,0,,0,,,,
E6,mushrooms,default,7,NAG-t,,15562,,,0,15563,0,0,10.221,9.995638282198684e-09,0.0006313330610454893,1,0,,0,,,,
E6,mushrooms,default,7,NAG-CM,,2086,,,0,2087,0,0,1.044,9.73319602684882e-09,0.0006313330608618776,1,0,,0,,,,
E6,mushrooms,default,7,L-BFGS,,18,,,1,37,0,0,0.043,9.143023824370257e-09,0.0006313330609048866,1,0,,0,,,,
E6,mushrooms,default,7,Catalyst,,27476,,,0,27477,0,0,17.045,9.998819264928486e-09,0.0006313330611110187,1,0,,0,,,,
E6,mushrooms,default,7,Newton,,11,,,1,12,11,0,0.087,1.8260841344653606e-09,0.0006313330607183603,1,0,,0,,,,
E6,mushrooms,default,7,Newton-CG,,11,,,11,23,0,137,0.117,1.8257477648090093e-09,0.0006313330607183597,1,0,,0,,,,
E6,mushrooms,default,7,TR,,15,,,30,16,0,38,0.039,1.0707218504585877e-09,0.0006313330607193551,1,0,,0,,,,
E6,mushrooms,default,7,ARC,,13,,,26,14,13,0,0.165,7.126394879336433e-10,0.0006313330607185014,1,0,,0,,,,
E6,mushrooms,default,7,Hybrid-fixed,0.001,8,3,5,1,16,6,0,0.039,5.165075534767683e-09,0.000631333060728324,1,1,0.007828469648253962,0,,,,
E6,mushrooms,default,7,Hybrid-adaptive,,2086,2086,0,0,2088,1,75,1.517,9.73319602684882e-09,0.0006313330608618776,1,0,,0,,,,
E6,mushrooms,default,7,RH,,35,29,6,3,49,7,0,0.112,1.5040002664847783e-11,0.0006313330607167557,1,1,0.0019689901951459635,0,1.0399340244566166,1,1,
E6,mushrooms,default,8,GD,,74188,,,0,74189,0,0,59.25,9.999645596894843e-09,0.0006313330611164639,1,0,,0,,,,
E6,mushrooms,default,8,NAG-t,,15543,,,0,15544,0,0,18.499,9.976057403763243e-09,0.0006313330610182663,1,0,,0,,,,
E6,mushrooms,default,8,NAG-CM,,2085,,,0,2086,0,0,0.882,9.853542931635592e-09,0.0006313330608589677,1,0,,0,,,,
E6,mushrooms,default,8,L-BFGS,,18,,,1,37,0,0,0.024,8.774336733473686e-09,0.0006313330608871986,1,0,,0,,,,
E6,mushrooms,default,8,Catalyst,,27491,,,0,27492,0,0,16.879,9.998038057804584e-09,0.0006313330611135687,1,0,,0,,,,
E6,mushrooms,default,8,Newton,,11,,,1,12,11,0,0.114,1.8265085031636022e-09,0.0006313330607183613,1,0,,0,,,,
E6,mushrooms,default,8,Newton-CG,,11,,,11,23,0,138,0.127,1.827587690858689e-09,0.0006313330607183634,1,0,,0,,,,
E6,mushrooms,default,8,TR,,15,,,30,16,0,38,0.04,1.0867137546896974e-09,0.0006313330607194111,1,0,,0,,,,
E6,mushrooms,default,8,ARC,,13,,,26,14,13,0,0.166,7.081433060417354e-10,0.0006313330607184993,1,0,,0,,,,
E6,mushrooms,default,8,Hybrid-fixed,0.001,8,3,5,1,16,6,0,0.071,5.883948704278857e-09,0.0006313330607318798,1,1,0.007940073439677337,0,,,,
E6,mushrooms,default,8,Hybrid-adaptive,,2085,2085,0,0,2087,1,75,1.457,9.853542931635592e-09,0.0006313330608589677,1,0,,0,,,,
E6,mushrooms,default,8,RH,,35,29,6,3,49,7,0,0.078,1.5185281868053886e-11,0.0006313330607167557,1,1,0.001962964568563043,0,1.040143548534467,1,1,
E6,mushrooms,default,9,GD,,73408,,,0,73409,0,0,43.435,9.999637740700987e-09,0.0006313330611139677,1,0,,0,,,,
E6,mushrooms,default,9,NAG-t,,15894,,,0,15895,0,0,9.484,9.978133332231077e-09,0.00063133306106367,1,0,,0,,,,
E6,mushrooms,default,9,NAG-CM,,2086,,,0,2087,0,0,1.164,9.37614853760415e-09,0.0006313330608516378,1,0,,0,,,,
E6,mushrooms,default,9,L-BFGS,,18,,,1,37,0,0,0.043,9.617236907024547e-09,0.0006313330609286615,1,0,,0,,,,
E6,mushrooms,default,9,Catalyst,,27447,,,0,27448,0,0,16.852,9.999861454297858e-09,0.0006313330611111431,1,0,,0,,,,
E6,mushrooms,default,9,Newton,,11,,,1,12,11,0,0.107,1.8271583880276763e-09,0.0006313330607183628,1,0,,0,,,,
E6,mushrooms,default,9,Newton-CG,,11,,,11,23,0,135,0.135,1.8267187572284171e-09,0.0006313330607183619,1,0,,0,,,,
E6,mushrooms,default,9,TR,,15,,,30,16,0,38,0.036,1.1573029582362426e-09,0.0006313330607197552,1,0,,0,,,,
E6,mushrooms,default,9,ARC,,13,,,26,14,13,0,0.2,4.555165301705828e-10,0.0006313330607174144,1,0,,0,,,,
E6,mushrooms,default,9,Hybrid-fixed,0.001,8,3,5,1,16,6,0,0.054,5.809428646501564e-09,0.0006313330607318894,1,1,0.00790196103812174,0,,,,
E6,mushrooms,default,9,Hybrid-adaptive,,2086,2086,0,0,2088,1,50,1.265,9.37614853760415e-09,0.0006313330608516378,1,0,,0,,,,
E6,mushrooms,default,9,RH,,35,29,6,3,49,7,0,0.06,1.4867927206371057e-11,0.0006313330607167557,1,1,0.001967284250735455,0,1.0400710804762536,1,1,
E6,w8a,default,0,GD,,14742,,,0,14743,0,0,120.001,9.859428408600733e-05,0.12631567298064145,0,0,,0,,,,
E6,w8a,default,0,NAG-t,,11905,,,0,11906,0,0,120.006,5.844626205877652e-07,0.1261806903299651,0,0,,0,,,,
E6,w8a,default,0,NAG-CM,,2428,,,0,2429,0,0,82.764,9.963600553418848e-09,0.12618068651092332,1,0,,0,,,,
E6,w8a,default,0,L-BFGS,,106,,,1,213,0,0,10.319,9.85649890451742e-09,0.12618068651090183,1,0,,0,,,,
E6,w8a,default,0,Catalyst,,3583,,,0,3584,0,0,120.027,0.000188681921906416,0.12660709383834065,0,0,,0,,,,
E6,w8a,default,0,Newton,,10,,,1,11,10,0,4.766,2.7852975633474134e-10,0.1261806865105141,1,0,,0,,,,
E6,w8a,default,0,Newton-CG,,10,,,10,21,0,609,29.217,2.7842937381665273e-10,0.12618068651051412,1,0,,0,,,,
E6,w8a,default,0,TR,,15,,,30,16,0,132,6.606,1.933024505229837e-09,0.12618068651052133,1,0,,0,,,,
E6,w8a,default,0,ARC,,21,,,42,22,21,0,4.299,4.3962795127271257e-11,0.12618068651051342,1,0,,0,,,,
E6,w8a,default,0,Hybrid-fixed,0.001,492,488,4,1,499,5,0,4.156,1.3856179849636263e-10,0.1261806865105136,1,1,0.0010034706244691585,0,,,,
E6,w8a,default,0,Hybrid-adaptive,,2428,2428,0,0,2430,1,50,18.986,9.963600553418848e-09,0.12618068651092332,1,0,,0,,,,
E6,w8a,default,0,RH,,36,29,7,6,49,8,0,1.218,5.8148289559763843e-11,0.12618068651051345,1,1,0.0170348339669473,0,1.0417629784232418,1,1,
E6,w8a,default,1,GD,,10698,,,0,10699,0,0,120.005,0.000166354753829561,0.12652282191679476,0,0,,0,,,,
E6,w8a,default,1,NAG-t,,15095,,,0,15096,0,0,120.008,3.2515183079403165e-07,0.1261806877032302,0,0,,0,,,,
E6,w8a,default,1,NAG-CM,,2428,,,0,2429,0,0,19.249,9.945960188145665e-09,0.1261806865109238,1,0,,0,,,,
E6,w8a,default,1,L-BFGS,,101,,,1,203,0,0,2.38,9.085522502132924e-09,0.1261806865107257,1,0,,0,,,,
E6,w8a,default,1,Catalyst,,15137,,,0,15138,0,0,120.004,7.318447973793474e-06,0.12618164594195747,0,0,,0,,,,
E6,w8a,default,1,Newton,,10,,,1,11,10,0,1.034,2.758436800673394e-10,0.1261806865105141,1,0,,0,,,,
E6,w8a,default,1,Newton-CG,,10,,,10,21,0,612,6.636,2.761483321330599e-10,0.1261806865105141,1,0,,0,,,,
E6,w8a,default,1,TR,,15,,,30,16,0,132,1.614,1.9351782199069e-09,0.12618068651052053,1,0,,0,,,,
E6,w8a,default,1,ARC,,21,,,42,22,21,0,3.657,4.37992953114463e-11,0.12618068651051345,1,0,,0,,,,
E6,w8a,default,1,Hybrid-fixed,0.001,492,488,4,1,499,5,0,4.335,1.3621069195371906e-10,0.1261806865105136,1,1,0.001001510756305256,0,,,,
E6,w8a,default,1,Hybrid-adaptive,,2428,2428,0,0,2430,1,50,19.691,9.945960188145665e-09,0.1261806865109238,1,0,,0,,,,
E6,w8a,default,1,RH,,36,29,7,6,49,8,0,1.099,6.097137719119637e-11,0.12618068651051345,1,1,0.017046864125538404,0,1.041685513404204,1,1,
E6,w8a,default,2,GD,,14983,,,0,14984,0,0,120.003,9.583746346364227e-05,0.12630900212317753,0,0,,0,,,,
E6,w8a,default,2,NAG-t,,15038,,,0,15039,0,0,120.006,3.454292064812072e-07,0.12618068791017806,0,0,,0,,,,
E8,quadratic,kappa100.0-n100,0,RH,,29,29,0,2,33,1,0,0.012,9.323758456510738e-14,-1602.4367631657353,1,1,1.112292474935711,0,1.2009170536379565,1,1,
E8,quadratic,kappa100.0-n100,0,RH-BB,,29,29,0,2,33,1,0,0.001,9.323758456510738e-14,-1602.4367631657353,1,1,1.112292474935711,0,1.2009170536379565,1,1,
E8,quadratic,kappa100.0-n100,1,RH,,29,29,0,2,33,1,0,0.001,9.936192149947216e-14,-1602.4367631657356,1,1,0.866610397014229,0,1.2149187093920464,1,1,
E8,quadratic,kappa100.0-n100,1,RH-BB,,29,29,0,2,33,1,0,0.001,9.936192149947216e-14,-1602.4367631657356,1,1,0.866610397014229,0,1.2149187093920464,1,1,
E8,quadratic,kappa100.0-n100,2,RH,,29,29,0,2,33,1,0,0.001,1.0331160654853979e-13,-1602.4367631657362,1,1,0.9153910202082773,0,1.2126526409177054,1,1,
E8,quadratic,kappa100.0-n100,2,RH-BB,,29,29,0,2,33,1,0,0.001,1.0331160654853979e-13,-1602.4367631657362,1,1,0.9153910202082773,0,1.2126526409177054,1,1,
E8,quadratic,kappa100.0-n100,3,RH,,29,29,0,2,33,1,0,0.001,9.400016489017747e-14,-1602.4367631657356,1,1,1.094478022216765,0,1.2006479526311644,1,1,
E8,quadratic,kappa100.0-n100,3,RH-BB,,29,29,0,2,33,1,0,0.002,9.400016489017747e-14,-1602.4367631657356,1,1,1.094478022216765,0,1.2006479526311644,1,1,
E8,quadratic,kappa100.0-n100,4,RH,,29,29,0,2,33,1,0,0.001,8.161702456542097e-14,-1602.4367631657353,1,1,0.8668242286971348,0,1.212521544575734,1,1,
E8,quadratic,kappa100.0-n100,4,RH-BB,,29,29,0,2,33,1,0,0.001,8.161702456542097e-14,-1602.4367631657353,1,1,0.8668242286971348,0,1.212521544575734,1,1,
E8,quadratic,kappa100.0-n100,5,RH,,29,29,0,2,33,1,0,0.001,9.226053534724923e-14,-1602.4367631657356,1,1,0.9358240011218204,0,1.205188646743066,1,1,
E8,quadratic,kappa100.0-n100,5,RH-BB,,29,29,0,2,33,1,0,0.001,9.226053534724923e-14,-1602.4367631657356,1,1,0.9358240011218204,0,1.205188646743066,1,1,
E8,quadratic,kappa100.0-n100,6,RH,,29,29,0,2,33,1,0,0.001,9.635814887414198e-14,-1602.436763165736,1,1,1.045304420806921,0,1.2056495953663875,1,1,
E8,quadratic,kappa100.0-n100,6,RH-BB,,29,29,0,2,33,1,0,0.001,9.635814887414198e-14,-1602.436763165736,1,1,1.045304420806921,0,1.2056495953663875,1,1,
E8,quadratic,kappa100.0-n100,7,RH,,29,29,0,2,33,1,0,0.001,9.223488069667406e-14,-1602.4367631657356,1,1,1.0339437977519628,0,1.2029909731770299,1,1,
E8,quadratic,kappa100.0-n100,7,RH-BB,,29,29,0,2,33,1,0,0.001,9.223488069667406e-14,-1602.4367631657356,1,1,1.0339437977519628,0,1.2029909731770299,1,1,
E8,quadratic,kappa100.0-n100,8,RH,,29,29,0,2,33,1,0,0.002,9.594793777840776e-14,-1602.4367631657353,1,1,1.0280489451397212,0,1.2037126686881146,1,1,
E8,quadratic,kappa100.0-n100,8,RH-BB,,29,29,0,2,33,1,0,0.001,9.594793777840776e-14,-1602.4367631657353,1,1,1.0280489451397212,0,1.2037126686881146,1,1,
E8,quadratic,kappa100.0-n100,9,RH,,29,29,0,2,33,1,0,0.001,1.0367081647193375e-13,-1602.436763165735,1,1,0.8332943924364213,0,1.2139954261599777,1,1,
E8,quadratic,kappa100.0-n100,9,RH-BB,,29,29,0,2,33,1,0,0.001,1.0367081647193375e-13,-1602.436763165735,1,1,0.8332943924364213,0,1.2139954261599777,1,1,
E8,quadratic,kappa1000.0-n100,0,RH,,29,29,0,2,33,1,0,0.001,8.150207037367471e-13,-11508.28461024783,1,1,61.50825659692224,0,1.1250662468885508,1,1,
E8,quadratic,kappa1000.0-n100,0,RH-BB,,29,29,0,2,33,1,0,0.001,8.150207037367471e-13,-11508.28461024783,1,1,61.50825659692224,0,1.1250662468885508,1,1,
E8,quadratic,kappa1000.0-n100,1,RH,,29,29,0,2,33,1,0,0.001,7.631639153997612e-13,-11508.284610247832,1,1,61.34701886689608,0,1.130080925567544,1,1,
E8,quadratic,kappa1000.0-n100,1,RH-BB,,29,29,0,2,33,1,0,0.001,7.631639153997612e-13,-11508.284610247832,1,1,61.34701886689608,0,1.130080925567544,1,1,
E8,quadratic,kappa1000.0-n100,2,RH,,29,29,0,2,33,1,0,0.001,7.939659342854273e-13,-11508.284610247836,1,1,64.27716666262667,0,1.1333572216410968,1,1,
E8,quadratic,kappa1000.0-n100,2,RH-BB,,29,29,0,2,33,1,0,0.002,7.939659342854273e-13,-11508.284610247836,1,1,64.27716666262667,0,1.1333572216410968,1,1,
E8,quadratic,kappa1000.0-n100,3,RH,,29,29,0,2,33,1,0,0.001,8.744873197528313e-13,-11508.284610247832,1,1,48.22045147969551,0,1.1360410482846985,1,1,
E8,quadratic,kappa1000.0-n100,3,RH-BB,,29,29,0,2,33,1,0,0.001,8.744873197528313e-13,-11508.284610247832,1,1,48.22045147969551,0,1.1360410482846985,1,1,
E8,quadratic,kappa1000.0-n100,4,RH,,29,29,0,2,33,1,0,0.001,8.335487038977987e-13,-11508.284610247836,1,1,45.66678344342483,0,1.1365437867424169,1,1,
E8,quadratic,kappa1000.0-n100,4,RH-BB,,29,29,0,2,33,1,0,0.001,8.335487038977987e-13,-11508.284610247836,1,1,45.66678344342483,0,1.1365437867424169,1,1,
E8,quadratic,kappa1000.0-n100,5,RH,,29,29,0,2,33,1,0,0.002,8.085214555293547e-13,-11508.28461024783,1,1,59.53752187557784,0,1.1297062523329766,1,1,
E8,quadratic,kappa1000.0-n100,5,RH-BB,,29,29,0,2,33,1,0,0.001,8.085214555293547e-13,-11508.28461024783,1,1,59.53752187557784,0,1.1297062523329766,1,1,
E8,quadratic,kappa1000.0-n100,6,RH,,29,29,0,2,33,1,0,0.001,9.751276852247004e-13,-11508.28461024783,1,1,55.51963844273043,0,1.1374373101438353,1,1,
E8,quadratic,kappa1000.0-n100,6,RH-BB,,29,29,0,2,33,1,0,0.001,9.751276852247004e-13,-11508.28461024783,1,1,55.51963844273043,0,1.1374373101438353,1,1,
E8,quadratic,kappa1000.0-n100,7,RH,,29,29,0,2,33,1,0,0.001,7.866834474404215e-13,-11508.284610247829,1,1,54.31649523474299,0,1.136222822102517,1,1,
E8,quadratic,kappa1000.0-n100,7,RH-BB,,29,29,0,2,33,1,0,0.002,7.866834474404215e-13,-11508.284610247829,1,1,54.31649523474299,0,1.136222822102517,1,1,
E8,quadratic,kappa1000.0-n100,8,RH,,29,29,0,2,33,1,0,0.002,8.084902330599746e-13,-11508.284610247838,1,1,61.58607553657489,0,1.13192478708253,1,1,
E8,quadratic,kappa1000.0-n100,8,RH-BB,,29,29,0,2,33,1,0,0.001,8.084902330599746e-13,-11508.284610247838,1,1,61.58607553657489,0,1.13192478708253,1,1,
E8,quadratic,kappa1000.0-n100,9,RH,,29,29,0,2,33,1,0,0.001,8.574634728167435e-13,-11508.284610247836,1,1,56.08487880241632,0,1.1289585579759456,1,1,
E8,quadratic,kappa1000.0-n100,9,RH-BB,,29,29,0,2,33,1,0,0.001,8.574634728167435e-13,-11508.284610247836,1,1,56.08487880241632,0,1.1289585579759456,1,1,
E8,quadratic,kappa10000.0-n100,0,RH,,29,29,0,2,33,1,0,0.001,7.428023411157316e-12,-89654.313369632,1,1,902.539800805074,0,1.111284499249329,1,1,
E8,quadratic,kappa10000.0-n100,0,RH-BB,,29,29,0,2,33,1,0,0.001,7.428023411157316e-12,-89654.313369632,1,1,902.539800805074,0,1.111284499249329,1,1,
E8,quadratic,kappa10000.0-n100,1,RH,,29,29,0,2,33,1,0,0.001,7.2202330735543056e-12,-89654.31336963196,1,1,989.0614145176247,0,1.100042194233208,1,1,
E8,quadratic,kappa10000.0-n100,1,RH-BB,,29,29,0,2,33,1,0,0.001,7.2202330735543056e-12,-89654.31336963196,1,1,989.0614145176247,0,1.100042194233208,1,1,
E8,quadratic,kappa10000.0-n100,2,RH,,29,29,0,2,33,1,0,0.002,7.770310313483977e-12,-89654.31336963201,1,1,976.514351598372,0,1.1099017136112708,1,1,
E8,quadratic,kappa10000.0-n100,2,RH-BB,,29,29,0,2,33,1,0,0.001,7.770310313483977e-12,-89654.31336963201,1,1,976.514351598372,0,1.1099017136112708,1,1,
E8,quadratic,kappa10000.0-n100,3,RH,,29,29,0,2,33,1,0,0.002,9.39878041593596e-12,-89654.313369632,1,1,679.5586273188366,0,1.1160503847161283,1,1,
E8,quadratic,kappa10000.0-n100,3,RH-BB,,29,29,0,2,33,1,0,0.001,9.39878041593596e-12,-89654.313369632,1,1,679.5586273188366,0,1.1160503847161283,1,1,
E8,quadratic,kappa10000.0-n100,4,RH,,29,29,0,2,33,1,0,0.002,7.282394060826394e-12,-89654.31336963199,1,1,798.1472364330108,0,1.1109380073071404,1,1,
E8,quadratic,kappa10000.0-n100,4,RH-BB,,29,29,0,2,33,1,0,0.001,7.282394060826394e-12,-89654.31336963199,1,1,798.1472364330108,0,1.1109380073071404,1,1,
E8,quadratic,kappa10000.0-n100,5,RH,,29,29,0,2,33,1,0,0.002,8.708552763759771e-12,-89654.31336963197,1,1,831.5364889063414,0,1.1095969654777265,1,1,
E8,quadratic,kappa10000.0-n100,5,RH-BB,,29,29,0,2,33,1,0,0.002,8.708552763759771e-12,-89654.31336963197,1,1,831.5364889063414,0,1.1095969654777265,1,1,
E8,quadratic,kappa10000.0-n100,6,RH,,29,29,0,2,33,1,0,0.002,8.463563217849295e-12,-89654.313369632,1,1,802.6250662196119,0,1.1169671302771238,1,1,
E8,quadratic,kappa10000.0-n100,6,RH-BB,,29,29,0,2,33,1,0,0.001,8.463563217849295e-12,-89654.313369632,1,1,802.6250662196119,0,1.1169671302771238,1,1,
E8,quadratic,kappa10000.0-n100,7,RH,,29,29,0,2,33,1,0,0.002,6.189932509114915e-12,-89654.31336963199,1,1,961.9985123880039,0,1.1105466148320235,1,1,
E8,quadratic,kappa10000.0-n100,7,RH-BB,,29,29,0,2,33,1,0,0.001,6.189932509114915e-12,-89654.31336963199,1,1,961.9985123880039,0,1.1105466148320235,1,1,
E8,quadratic,kappa10000.0-n100,8,RH,,29,29,0,2,33,1,0,0.001,8.472148793817414e-12,-89654.313369632,1,1,822.3680407776391,0,1.120544311395547,1,1,
E8,quadratic,kappa10000.0-n100,8,RH-BB,,29,29,0,2,33,1,0,0.001,8.472148793817414e-12,-89654.313369632,1,1,822.3680407776391,0,1.120544311395547,1,1,
E8,quadratic,kappa10000.0-n100,9,RH,,29,29,0,2,33,1,0,0.001,7.473990951390807e-12,-89654.313369632,1,1,850.7081555995095,0,1.1033845155171027,1,1,
E8,quadratic,kappa10000.0-n100,9,RH-BB,,29,29,0,2,33,1,0,0.001,7.473990951390807e-12,-89654.313369632,1,1,850.7081555995095,0,1.1033845155171027,1,1,
E8,quadratic,kappa100.0-n1000,0,RH,,29,29,0,2,33,1,0,0.029,8.150352826438328e-13,-11222.337111192217,1,1,3.0865956032394304,0,1.2051740426389992,1,1,
E8,quadratic,kappa100.0-n1000,0,RH-BB,,29,29,0,2,33,1,0,0.03,8.150352826438328e-13,-11222.337111192217,1,1,3.0865956032394304,0,1.2051740426389992,1,1,
E8,quadratic,kappa100.0-n1000,1,RH,,29,29,0,2,33,1,0,0.032,8.206310798493756e-13,-11222.337111192212,1,1,3.117577100789167,0,1.204276095658133,1,1,
